Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,LastName_encoded,Title_encoded,Cabin_letter_encoded
0.0,0.8311281258429285,male,-0.5462699096729559,0.3763077682246852,-0.4935531065551478,-0.5110430553441422,S,-0.023007755116108513,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
1.0,-1.560304534915791,female,0.6021451396060831,0.3763077682246852,-0.4935531065551478,0.6884372632762944,C,-0.023007755116108513,1.33720107430569,1.3778609913986333,1.282784041632504
1.0,0.8311281258429285,female,-0.2591661473531961,-0.5180448351110755,-0.4935531065551478,-0.49839886528883043,S,-0.6140879401228035,1.33720107430569,1.0466890618775566,-0.5216372089428921
1.0,-1.560304534915791,female,0.3868173178662633,0.3763077682246852,-0.4935531065551478,0.3478252617462939,S,-0.023007755116108513,0.21939444328369162,1.3778609913986333,1.282784041632504
0.0,0.8311281258429285,male,0.3868173178662633,-0.5180448351110755,-0.4935531065551478,-0.49605734861192086,S,-0.6140879401228035,0.21939444328369162,-0.8557625726809861,-0.5216372089428921
0.0,0.8311281258429285,male,-0.019557706431977923,-0.5180448351110755,-0.4935531065551478,-0.4884090185384634,Q,-0.6140879401228035,-0.1532077670569746,-0.8557625726809861,-0.5216372089428921
0.0,-1.560304534915791,male,1.750560188885122,-0.5180448351110755,-0.4935531065551478,0.3246442466448889,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,2.2470970466021454
0.0,0.8311281258429285,male,-1.9817887212717544,2.1650129748962064,0.5801239135517161,-0.25207131087794205,S,1.7502327999039766,-0.8984121877383069,0.6149524412058314,-0.5216372089428921
1.0,0.8311281258429285,female,-0.18739020677325616,-0.5180448351110755,1.65380093365858,-0.4383005616525983,S,0.5680724298905866,0.21939444328369162,1.3778609913986333,-0.5216372089428921
1.0,-0.36458820453643126,female,-1.1204774343124753,0.3763077682246852,-0.4935531065551478,-0.08356078510079605,C,-0.023007755116108513,0.21939444328369162,1.3778609913986333,-0.5216372089428921
1.0,0.8311281258429285,female,-1.8382368401118745,0.3763077682246852,0.5801239135517161,-0.33402439456977756,S,0.5680724298905866,1.33720107430569,1.0466890618775566,0.7094087413802854
1.0,-1.560304534915791,female,2.0376639512048818,-0.5180448351110755,-0.4935531065551478,-0.14951288042930216,S,-0.6140879401228035,1.33720107430569,1.0466890618775566,1.282784041632504
0.0,0.8311281258429285,male,-0.6898217908328357,-0.5180448351110755,-0.4935531065551478,-0.49605734861192086,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
0.0,0.8311281258429285,male,0.673921080186023,0.3763077682246852,4.874831993979171,-0.06100355004211985,S,2.932393169917367,-0.40160924061741865,-0.8557625726809861,-0.5216372089428921
0.0,0.8311281258429285,female,-1.1204774343124753,-0.5180448351110755,-0.4935531065551478,-0.4997251003346321,S,-0.6140879401228035,-0.8984121877383069,1.0466890618775566,-0.5216372089428921
1.0,-0.36458820453643126,female,1.822336129465062,-0.5180448351110755,-0.4935531065551478,-0.3471368879604712,S,-0.6140879401228035,1.33720107430569,1.3778609913986333,-0.5216372089428921
0.0,0.8311281258429285,male,-1.9817887212717544,3.0593655782319673,0.5801239135517161,-0.1012776368849647,Q,2.3413129849106715,-0.8984121877383069,0.6149524412058314,-0.5216372089428921
1.0,-0.36458820453643126,male,0.21933720260923795,-0.5180448351110755,-0.4935531065551478,-0.40333328820630127,S,-0.6140879401228035,-0.33950887222730763,-0.8557625726809861,-0.5216372089428921
0.0,0.8311281258429285,female,0.09971355554650357,0.3763077682246852,-0.4935531065551478,-0.30967262112991784,S,-0.023007755116108513,-0.8984121877383069,1.3778609913986333,-0.5216372089428921
1.0,0.8311281258429285,female,0.7256526890931585,-0.5180448351110755,-0.4935531065551478,-0.5115113586795241,C,-0.6140879401228035,1.33720107430569,1.3778609913986333,-0.5216372089428921
0.0,-0.36458820453643126,male,0.3868173178662633,-0.5180448351110755,-0.4935531065551478,-0.15981555380770435,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
1.0,-0.36458820453643126,male,0.31504137728632337,-0.5180448351110755,-0.4935531065551478,-0.40333328820630127,S,-0.6140879401228035,1.33720107430569,-0.8557625726809861,2.2936936619118984
1.0,0.8311281258429285,female,-1.0487014937325354,-0.5180448351110755,-0.4935531065551478,-0.49644697698695867,Q,-0.6140879401228035,1.33720107430569,1.0466890618775566,-0.5216372089428921
1.0,-1.560304534915791,male,-0.11561426619331622,-0.5180448351110755,-0.4935531065551478,0.018139713637424174,S,-0.6140879401228035,1.33720107430569,-0.8557625726809861,0.5043836340173707
0.0,0.8311281258429285,female,-1.5511330777921148,2.1650129748962064,0.5801239135517161,-0.25207131087794205,S,1.7502327999039766,-0.8984121877383069,1.0466890618775566,-0.5216372089428921
1.0,0.8311281258429285,female,0.6021451396060831,0.3763077682246852,4.874831993979171,-0.05889618503290121,S,2.932393169917367,0.7782977587946909,1.3778609913986333,-0.5216372089428921
0.0,0.8311281258429285,male,-0.1495031972446458,-0.5180448351110755,-0.4935531065551478,-0.5115113586795241,C,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
0.0,-1.560304534915791,male,-0.7615977314127756,2.1650129748962064,1.65380093365858,4.279700065612871,S,2.3413129849106715,0.21939444328369162,-0.8557625726809861,1.282784041632504
1.0,0.8311281258429285,female,-0.5625082360126935,-0.5180448351110755,-0.4935531065551478,-0.49925679699925013,Q,-0.6140879401228035,1.33720107430569,1.0466890618775566,-0.5216372089428921
0.0,0.8311281258429285,male,-0.14607148127457334,-0.5180448351110755,-0.4935531065551478,-0.4989458435845565,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
0.0,-1.560304534915791,male,0.745697020765963,-0.5180448351110755,-0.4935531065551478,-0.12758129862669623,C,-0.6140879401228035,-0.8984121877383069,-1.406579431424864,-0.5216372089428921
1.0,-1.560304534915791,female,0.9915725496385904,0.3763077682246852,-0.4935531065551478,2.097796151108174,C,-0.023007755116108513,1.33720107430569,1.3778609913986333,2.2143802741506162
1.0,0.8311281258429285,female,-0.19735282035183013,-0.5180448351110755,-0.4935531065551478,-0.5016769886365039,Q,-0.6140879401228035,1.33720107430569,1.0466890618775566,-0.5216372089428921
0.0,-0.36458820453643126,male,2.611871475844401,-0.5180448351110755,-0.4935531065551478,-0.450163621744493,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
0.0,-1.560304534915791,male,-0.11561426619331622,0.3763077682246852,-0.4935531065551478,0.8923833658351193,C,-0.023007755116108513,-0.1532077670569746,-0.8557625726809861,-0.5216372089428921
0.0,-1.560304534915791,male,0.8892489019258428,0.3763077682246852,-0.4935531065551478,0.3272199149894895,S,-0.023007755116108513,0.21939444328369162,-0.8557625726809861,-0.5216372089428921
1.0,0.8311281258429285,male,-0.3584965753759264,-0.5180448351110755,-0.4935531065551478,-0.51143268371918,C,-0.6140879401228035,1.33720107430569,-0.8557625726809861,-0.5216372089428921
0.0,0.8311281258429285,male,-0.6180458502528957,-0.5180448351110755,-0.4935531065551478,-0.49605734861192086,S,-0.6140879401228035,-0.8984121877383069,-0.8557625726809861,-0.5216372089428921
